Season,Episode,Character,Scene Count
9,1,Phoebe,4
9,1,Rachel,5
9,1,Ross,6
9,1,by,1
9,2,Chandler,7
9,2,Everyone,1
9,2,Gunther,1
9,2,Joey,5
9,2,McKenna,3
9,2,Monica,6
9,2,Phoebe,5
9,2,Rachel,7
9,2,Ross,5
9,2,by,1
9,3,Boy,1
9,3,Chandler,7
9,3,Ellen,2
9,3,Everyone,2
9,3,Gettleman,1
9,3,Girl,1
9,3,Joey,9
9,3,Mike,4
9,3,Monica,7
9,3,Nurse,1
9,3,Phoebe,7
9,3,Rachel,7
9,3,Receptionist,2
9,3,Ross,7
9,3,SCENE,1
9,3,Sally,1
9,3,TO,1
9,3,Woman,1
9,3,by,1
9,3,goes,1
9,4,Chandler,2
9,4,Gunther,1
9,4,Hayley,3
9,4,Joey,5
9,4,Mike,4
9,4,Monica,4
9,4,Phoebe,5
9,4,Rachel,2
9,4,Ross,5
9,4,by,1
9,4,roommate,1
9,5,Chandler,6
9,5,Claudia,1
9,5,Geller,1
9,5,Joey,5
9,5,Ken,1
9,5,Monica,6
9,5,Phoebe,5
9,5,Rachel,5
9,5,Ross,5
9,5,Waiter,4
9,5,Waiters,1
9,5,by,1
9,5,do,1
9,5,everyone,1
9,5,her,1
9,5,is,1
9,5,look,1
9,5,out,1
9,5,request,1
9,5,this,2
9,5,up,1
9,6,Chandler,5
9,6,David,4
9,6,Grumpus,1
9,6,Joey,7
9,6,Mike,3
9,6,Monica,6
9,6,Phoebe,7
9,6,Rachel,5
9,6,Ross,7
9,6,Sandy,7
9,6,Wigglemunch,1
9,6,about,1
9,6,at,1
9,6,by,1
9,6,goes,1
9,6,kitchen,1
9,6,me,1
9,6,nanny,1
9,6,said,2
9,6,thing,1
9,6,thinking,1
9,7,Bitsy,4
9,7,Catherine,1
9,7,Chandler,4
9,7,Joey,4
9,7,Mike,4
9,7,Monica,4
9,7,Phoebe,5
9,7,Rachel,4
9,7,Ross,4
9,7,Theodore,3
9,7,animals,1
9,7,by,1
9,7,experience,1
9,7,like,1
9,7,parents,1
9,7,rich,1
9,7,say,1
9,8,6,1
9,8,Amy,1
9,8,Chandler,2
9,8,Emma,1
9,8,Everyone,1
9,8,Joey,2
9,8,Monica,2
9,8,Phoebe,2
9,8,Rachel,1
9,8,Ross,1
9,8,air,1
9,8,announcer,1
9,8,attack,1
9,8,bathroom,1
9,8,cry,1
9,8,crying,1
9,8,door,1
9,8,down,1
9,8,ear,1
9,8,face,1
9,8,hair,1
9,8,hand,1
9,8,happy,1
9,8,laughs,1
9,8,line,1
9,8,nods,1
9,8,note,1
9,8,out,1
9,8,over,1
9,8,phone,1
9,8,plate,1
9,8,rejected,1
9,8,says,1
9,8,shocked,1
9,8,time,1
9,8,voice,1
9,8,week,1
9,9,8,1
9,9,9,1
9,9,BILL,1
9,9,CHANDLER,5
9,9,JOEY,4
9,9,KEVIN,1
9,9,LYNN,1
9,9,MIKE,4
9,9,MONICA,5
9,9,PHOEBE,4
9,9,RACHEL,4
9,9,ROSS,4
9,9,Scene,3
9,9,WAITER,1
9,9,by,1
9,9,cute,1
9,10,Ben,1
9,10,Both,1
9,10,Chandler,14
9,10,Claudia,1
9,10,Joey,4
9,10,Ken,1
9,10,Monica,9
9,10,Others,2
9,10,Phoebe,6
9,10,Rachel,5
9,10,Ross,5
9,10,Wendy,4
9,10,around,1
9,10,by,1
9,10,case,1
9,10,exclaiming,1
9,10,forth,1
9,10,singing,1
9,10,something,1
9,11,All,1
9,11,Chandler,6
9,11,Director,4
9,11,Drake,2
9,11,Extra,1
9,11,Gavin,4
9,11,Guy,1
9,11,Interviewer,1
9,11,Joey,5
9,11,Man,2
9,11,Monica,5
9,11,Phoebe,5
9,11,Rachel,6
9,11,Ross,6
9,11,Waitress,1
9,11,Zelner,2
9,11,by,1
9,11,extra,1
9,11,said,1
9,12,9,1
9,12,Chandler,7
9,12,Gavin,3
9,12,Heather,1
9,12,Joey,5
9,12,Mike,4
9,12,Molly,4
9,12,Monica,4
9,12,Phoebe,5
9,12,Rachel,6
9,12,Ross,5
9,12,Woman,1
9,12,by,1
9,13,Chandler,7
9,13,Gavin,1
9,13,Joey,5
9,13,Michelle,3
9,13,Mike,3
9,13,Molly,1
9,13,Monica,5
9,13,Phoebe,5
9,13,Rachel,5
9,13,Ross,5
9,13,Sonia,1
9,13,Woman,1
9,13,by,1
9,13,friend,1
9,13,girl,2
9,13,question,1
9,14,2,1
9,14,9,1
9,14,Chandler,6
9,14,Joey,8
9,14,Monica,6
9,14,Phoebe,4
9,14,Rachel,6
9,14,Ross,5
9,14,Steve,4
9,14,Waiter,3
9,14,night,1
9,15,1,1
9,15,All,2
9,15,Boss,1
9,15,Chandler,5
9,15,Intern,2
9,15,Joey,7
9,15,Lennart,3
9,15,Lowell,1
9,15,Monica,6
9,15,Mugger,1
9,15,Phoebe,5
9,15,Rachel,2
9,15,Receptionist,2
9,15,Ross,6
9,15,also,1
9,15,book,1
9,15,by,1
9,15,do,1
9,15,it,1
9,15,listen,1
9,15,look,1
9,15,positive,1
9,15,reads,1
9,15,says,1
9,15,that,1
9,15,this,1
9,15,thought,1
9,16,Chandler,7
9,16,Handyman,1
9,16,Joey,6
9,16,Mike,4
9,16,Monica,8
9,16,Phoebe,5
9,16,Rachel,6
9,16,Ross,3
9,16,Woman,1
9,17,Chandler,5
9,17,Joey,5
9,17,Kori,1
9,17,Manny,1
9,17,Mike,2
9,17,Monica,6
9,17,Phoebe,4
9,17,Rachel,4
9,17,Ross,6
9,17,Tom,1
9,17,by,1
9,17,discuss,1
9,17,man,1
9,17,speech,1
9,17,yourself,1
9,18,All,1
9,18,Chandler,3
9,18,Everybody,1
9,18,Everyone,1
9,18,Gunther,1
9,18,Joey,4
9,18,Message,1
9,18,Monica,3
9,18,Phoebe,4
9,18,Racel,1
9,18,Rachel,3
9,18,Ross,3
9,18,Steve,1
9,18,Story,1
9,18,TV,1
9,18,by,1
9,18,is,1
9,18,message,1
9,18,now,1
9,18,this,1
9,18,up,1
9,19,Chandler,5
9,19,Chandlers,1
9,19,Customer,1
9,19,Director,1
9,19,Drake,2
9,19,Joey,4
9,19,Lassiter,1
9,19,Monica,6
9,19,Olivia,1
9,19,Phoebe,4
9,19,Rachel,6
9,19,Receptionist,2
9,19,Ross,5
9,19,Story,1
9,19,actress,1
9,19,by,1
9,19,example,1
9,19,lapse,1
9,19,question,1
9,20,16,1
9,20,7,1
9,20,Ashford,1
9,20,Chandler,6
9,20,Charlie,4
9,20,Dirk,1
9,20,Everyone,1
9,20,Gunther,1
9,20,Jane,1
9,20,Joey,5
9,20,Lowder,1
9,20,Message,1
9,20,Monica,9
9,20,One,1
9,20,Phoebe,6
9,20,Rache,1
9,20,Rachel,7
9,20,Ross,7
9,20,Spafford,2
9,20,Story,1
9,20,by,1
9,20,lady,2
9,20,me,1
9,20,mind,1
9,20,one,1
9,20,too,1
9,20,woman,1
9,21,All,1
9,21,Chandler,5
9,21,Charlie,3
9,21,Janice,2
9,21,Joey,5
9,21,Monica,6
9,21,Nurse,1
9,21,Phoebe,6
9,21,Rachel,5
9,21,Receptionist,2
9,21,Ross,4
9,21,Story,1
9,21,Teleplay,1
9,21,by,1
9,21,say,1
9,22,Chandler,6
9,22,Charlie,5
9,22,Connelly,1
9,22,David,1
9,22,Jeanette,1
9,22,Joey,4
9,22,Monica,4
9,22,Phoebe,6
9,22,Rachel,6
9,22,Ross,4
9,22,Sherman,2
9,22,Stranger,1
9,22,Zack,4
9,22,assistant,1
9,22,by,1
9,22,it,1
9,22,you,1
9,23,Chandler,8
9,23,Charlie,5
9,23,David,4
9,23,Joey,7
9,23,MOnica,1
9,23,Mike,2
9,23,Monica,5
9,23,Phoebe,4
9,23,Rachel,5
9,23,Ross,6
9,23,Sarah,1
9,23,Waiter,1
9,23,Woman,1
9,23,by,1
9,23,it,1
9,23,lapse,1
9,23,like,1
9,23,line,1
9,23,note,1
9,23,say,1
9,24,Chandler,6
9,24,Charlie,5
9,24,Clerk,1
9,24,Joey,5
9,24,Mike,5
9,24,Monica,7
9,24,Oberblau,1
9,24,Paleontologist,1
9,24,Phoebe,4
9,24,Rachel,6
9,24,Ross,5
9,24,Steele,1
9,24,Woman,1
9,24,by,1
9,24,discovered,1
9,24,said,1
9,24,thing,1
9,24,tie,1
10,1,Both,1
10,1,Chandler,6
10,1,Charlie,3
10,1,Joey,3
10,1,Mike,2
10,1,Monica,5
10,1,Phoebe,5
10,1,Precious,2
10,1,Rachel,4
10,1,Ross,4
10,1,by,1
10,1,thing,1
10,2,Bill,2
10,2,Chandler,4
10,2,Charlie,3
10,2,Colleen,2
10,2,Joey,6
10,2,Monica,4
10,2,Owen,2
10,2,Phoebe,4
10,2,Rachel,5
10,2,Ross,5
10,2,by,1
10,3,Amanda,4
10,3,Assistant,1
10,3,Chandler,7
10,3,Glenda,1
10,3,Joey,6
10,3,Monica,6
10,3,Phoebe,5
10,3,Rachel,5
10,3,Ross,5
10,3,by,1
10,3,first,1
10,3,scene,1
10,4,Chandler,3
10,4,Emma,1
10,4,Estelle,1
10,4,Everybody,1
10,4,Jack,2
10,4,Joey,2
10,4,Judy,2
10,4,Monica,3
10,4,Phoebe,3
10,4,Rachel,4
10,4,Ross,4
10,4,Scene,1
10,4,by,1
10,4,this,1
10,5,All,1
10,5,Amy,9
10,5,Announcer,2
10,5,Chandler,4
10,5,Charlie,1
10,5,Joey,7
10,5,Mike,3
10,5,Monica,4
10,5,Phoebe,5
10,5,Rachel,9
10,5,Ross,4
10,5,by,1
10,5,says,1
10,5,thought,1
10,6,All,1
10,6,Benjamin,4
10,6,Biely,1
10,6,Chandler,7
10,6,Charlie,4
10,6,Joey,9
10,6,Li,1
10,6,Monica,6
10,6,Phoebe,6
10,6,Rachel,9
10,6,Ross,7
10,6,by,1
10,6,commercial,1
10,7,Chandler,7
10,7,Joey,4
10,7,Laura,3
10,7,Mike,5
10,7,Monica,6
10,7,Phoebe,6
10,7,Rachel,4
10,7,Ross,5
10,7,Scene,1
10,7,by,1
10,7,children,1
10,7,guy,3
10,8,All,2
10,8,Chandler,5
10,8,Host,1
10,8,Joey,6
10,8,Monica,6
10,8,Phoebe,6
10,8,Rachel,6
10,8,Ross,6
10,8,beautiful,1
10,8,by,1
10,8,like,1
10,8,this,1
10,9,Chandler,5
10,9,Erica,3
10,9,Girl,1
10,9,Joey,7
10,9,Monica,5
10,9,Phoebe,5
10,9,Rachel,4
10,9,Ross,6
10,9,Sarah,2
10,9,Waiter,2
10,9,by,1
10,9,guy,3
10,9,like,1
10,10,All,1
10,10,Chandler,6
10,10,Guys,1
10,10,Joey,5
10,10,Monica,5
10,10,Phoebe,6
10,10,Rachel,6
10,10,Ross,5
10,10,by,1
10,10,was,1
10,11,Adrienne,1
10,11,Chandler,5
10,11,Donny,4
10,11,Gene,3
10,11,Henrietta,1
10,11,Joey,5
10,11,Man,1
10,11,Missy,2
10,11,Monica,6
10,11,Osmond,1
10,11,Phoebe,4
10,11,Rachel,6
10,11,Ross,6
10,11,Roy,2
10,11,Voice,1
10,11,appears,1
10,11,by,1
10,11,guy,1
10,11,scene,2
10,11,song,1
10,11,stripper,1
10,11,voice,1
10,11,word,1
10,12,2,1
10,12,Chandler,6
10,12,Joey,11
10,12,Mike,7
10,12,Monica,9
10,12,Phoebe,10
10,12,Rachel,7
10,12,Ross,7
10,12,by,1
10,12,dad,1
10,12,father,1
10,12,mom,1
10,12,mother,1
10,13,All,1
10,13,Both,1
10,13,Chandler,5
10,13,Director,1
10,13,Erica,3
10,13,Green,1
10,13,Joey,6
10,13,Monica,5
10,13,Nurse,1
10,13,Phoebe,6
10,13,Rachel,6
10,13,Ross,6
10,13,Tape,1
10,13,Translation,1
10,13,assistant,1
10,13,by,1
10,14,All,1
10,14,Campbell,1
10,14,Chandler,6
10,14,Clerk,1
10,14,Girl,1
10,14,Gunther,1
10,14,Joey,6
10,14,Mackenzie,2
10,14,Man,1
10,14,Mark,1
10,14,Meet,1
10,14,Mike,4
10,14,Monica,6
10,14,Phoebe,6
10,14,Rachel,5
10,14,Realtor,1
10,14,Rita,1
10,14,Ross,4
10,14,Woman,1
10,14,Zellner,1
10,14,by,1
10,15,Both,1
10,15,Chandler,5
10,15,Estelle,1
10,15,Janice,3
10,15,Jennifer,1
10,15,Joey,5
10,15,Lady,1
10,15,Monica,4
10,15,Phoebe,5
10,15,Rachel,3
10,15,Realtor,1
10,15,Ross,5
10,15,Zelner,2
10,15,by,1
10,15,it,1
10,15,machine,1
10,16,All,2
10,16,Chandler,9
10,16,Erica,2
10,16,Everybody,1
10,16,Joey,8
10,16,Monica,9
10,16,Phoebe,8
10,16,Rachel,10
10,16,Ross,8
10,16,by,1
10,16,enjoy,1
10,17,Chandler,6
10,17,Doctor,2
10,17,Erica,5
10,17,Gunther,1
10,17,Joey,3
10,17,Mike,1
10,17,Monica,6
10,17,Nurse,2
10,17,Phoebe,3
10,17,Rachel,5
10,17,Ross,5
10,17,by,1
10,18,1,2
10,18,2,2
10,18,3,1
10,18,8,1
10,18,Chandler,5
10,18,Joey,6
10,18,Man,1
10,18,Monica,7
10,18,Phoebe,9
10,18,Rachel,6
10,18,Ross,9
10,18,agent,1
10,18,by,1
10,18,stewardess,2
